year,month,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
2015,3,162,400,NA,49,1300,103,18.4,1005.1,6.6,0,W,1.6
2015,3,166,361,NA,43,NA,126,19.7,1004.1,8.4,0,S,1.9
2015,3,183,366,42,41,NA,144,20.9,1003.2,8.5,0,S,2.4
2015,3,172,312,39,38,1400,NA,22,1002.7,8.5,0,SSW,1.8
2015,3,157,289,30,NA,1200,NA,21.8,1002.2,8.3,0,SSW,1.1
2015,3,159,310,24,NA,1100,164,21.8,1002.1,8.7,0,SSW,1.6
2015,3,156,318,22,48,1200,160,21.2,1002.4,8.8,0,WSW,0.8
2015,3,159,302,17,54,1200,118,18.7,1003,9.5,0,ENE,0.3
2015,3,165,298,16,86,1600,63,18.5,1003.6,8.5,0,ESE,1.6
2015,3,187,358,29,98,1800,78,18.7,1004.5,8.6,0,ESE,2.4
2015,3,174,361,38,74,1600,113,18.1,1004.9,8.4,0,ESE,2.4
2015,3,174,326,34,60,1700,120,17.5,1004.8,8.1,0,E,2.5
2015,3,160,282,29,59,1500,111,17,1005,8.4,0,ESE,2
2015,3,151,265,245,49,1400,114,16.5,1004.9,8.5,0,E,2.7
2015,3,161,264,54,52,5600,86,15.5,1005.4,8,0,ESE,2
2015,3,177,275,26,60,2200,226,14.9,1005.3,8.4,0,ESE,2.1
2015,3,174,243,27,58,2200,98,14.5,1005.1,8.2,0,ESE,3.4
2015,3,142,167,18,30,1900,68,13.5,1005.5,8.5,0,E,1.4
2015,3,143,148,18,46,2000,57,13,1006.1,9.4,0.1,E,1.3
2015,3,152,163,22,56,2300,50,13.3,1007.3,8.6,0,E,1.5
2015,3,153,200,23,64,2600,40,13,1008.4,7.9,0,E,2.8
2015,3,151,165,12,81,3300,6,11.5,1009.7,9.2,2,ESE,1.8
2015,3,153,163,10,87,3600,2,11,1011.3,9.7,3.6,E,1.8
2015,3,148,148,10,82,3700,11,10.8,1011.6,9.4,0.6,E,1.6
2015,3,150,150,14,83,3500,14,10.8,1012.4,9.2,0.1,ENE,1.3
2015,3,134,134,12,67,2500,31,10.3,1012.2,8.7,0.2,ESE,2.2
2015,3,104,104,8,48,1400,50,11.4,1012,8.4,0,SSE,1.5
2015,3,96,96,8,50,1100,52,11.4,1012,8.1,0,SE,1.8
2015,3,61,72,6,63,700,35,10.9,1012.6,7.4,0,S,1.7
2015,3,NA,NA,NA,NA,NA,NA,10.8,1013.2,6.2,0,SSW,2.3
2015,3,NA,NA,NA,NA,NA,NA,10.9,1014,5.8,0,SSW,2.3
2015,3,NA,NA,NA,NA,NA,NA,10.7,1014.8,5.2,0,SSW,1.5
2015,3,NA,NA,NA,NA,NA,NA,10.4,1016.2,3.9,0,W,0.9
2015,3,60,72,6,63,700,35,10.5,1017.5,2.6,0,WSW,1.3
2015,3,NA,NA,NA,NA,NA,NA,9.2,1017.6,3.2,0,W,1.3
2015,3,NA,NA,NA,NA,NA,NA,8.9,1018.2,3.1,0,WSW,1.6
2015,4,71,71,4,61,800,22,7.8,1018.5,3.6,0,SW,0.1
2015,4,64,64,3,56,800,18,6.7,1018.5,4.4,0,NE,0.9
2015,4,64,68,2,58,900,11,6.9,1018.7,4.9,0,NE,1.1
2015,4,70,70,2,62,900,7,6.3,1018.5,4.5,0,NW,0.2
2015,4,75,94,3,69,1000,2,6.8,1018.4,4.6,0,NE,1.1
2015,4,79,80,4,82,1000,2,7.7,1018.6,3.2,0,NE,1.3
2015,4,70,70,6,67,700,21,6.6,1019,3,0,E,1.1
2015,4,59,59,6,57,600,34,6.6,1019.6,3.2,0,ESE,1.3
2015,4,61,80,8,72,800,23,8.3,1019.7,2.9,0,NE,0.7
2015,4,76,138,11,68,800,29,10.4,1020,2,0,SW,0.8
2015,4,68,68,10,62,700,51,11.8,1019.8,-4.4,0,SE,2.3
2015,4,NA,NA,NA,NA,NA,NA,12.3,1019.2,-5.7,0,SE,2.6
2015,4,28,28,5,24,400,98,12.6,1017.9,-6.9,0,S,2
2015,4,29,45,4,28,400,96,12.4,1016.5,-7.1,0,ESE,2.3
2015,4,31,44,5,28,400,96,12.4,1015.6,-7.6,0,SSW,1.6
2015,4,37,46,6,25,500,100,12.3,1014.6,-7.7,0,SW,2
2015,4,33,47,5,30,500,95,12.1,1013.2,-6.9,0,SE,0.7
2015,4,33,49,5,37,500,84,11.9,1012.6,-7.5,0,SW,1.8
2015,4,34,60,5,39,500,78,10.6,1012,-2.1,0,NE,0.7
2015,4,36,55,5,44,600,70,10.4,1011.5,0.7,0,SE,0.9
2015,4,35,64,6,52,600,57,9.9,1011.6,-0.3,0,WNW,0.5
2015,4,41,95,6,55,700,49,9.8,1011,-0.1,0.1,W,1.3
2015,4,52,96,4,57,800,42,8.6,1010.1,2.6,0.5,W,0.7
2015,4,46,46,4,49,700,51,8.7,1009.7,0.6,0.1,NW,1.7
2015,4,43,78,2,45,600,50,6.6,1008.5,2.5,1.4,NW,3.2
2015,4,36,36,2,32,700,61,5.9,1007.4,3.7,3.7,NNW,1.6
2015,4,40,40,2,25,800,66,5.5,1006.7,3.5,5,NW,2.2
2015,4,42,42,2,22,800,68,5.3,1004.9,3.6,2.7,NW,1.1
2015,4,39,39,2,19,900,66,5.2,1003.7,3.7,1.4,NE,1.3
2015,4,43,43,2,20,800,69,4.9,1003.2,3.2,0.9,NNE,1.3
2015,4,49,49,2,22,800,66,4.6,1001.4,3.4,0.4,NNE,2
2015,4,42,42,2,32,800,55,4.7,1000.7,3,0,N,1.8
2015,4,55,55,2,39,900,40,4.8,999.8,2.8,0,NNE,3.2
2015,4,53,53,2,49,900,36,5.4,998.9,2.9,0,NNW,1.8
2015,4,41,41,2,45,1000,46,6,998.1,2.8,0.1,NNW,2.1
2015,4,42,42,2,31,900,73,6.9,997.4,2.8,0,NNE,1.6
2015,4,36,36,2,28,800,78,7.8,995.5,3.3,0.1,NNW,2.8
2015,4,34,34,5,21,700,91,9.8,994.5,4,0,NNE,2.9
2015,4,27,27,4,21,700,101,11.1,993.8,4.3,0,NW,2.3
2015,4,32,32,4,22,700,107,12.2,992.9,3.9,0,ENE,2.3
2015,4,33,33,2,21,700,114,14.1,992.8,2.3,0,N,3
2015,4,37,37,3,27,700,101,13.6,993.5,3.6,0,ENE,1.4
2015,4,39,71,2,47,800,81,14.8,994.6,2.7,0,NW,4.5
2015,4,24,24,2,31,600,76,14,995.4,1.6,0,NW,4.5
2015,4,14,14,2,26,500,79,14,996.8,1.6,0,NW,4.3
2015,4,11,5,2,21,400,92,14,998.2,0.9,0,NW,3.4
2015,4,8,11,2,23,400,91,13.7,999.3,0.7,0,NW,3.7
2015,4,12,12,2,22,400,91,13.4,1000,0.7,0,NW,5.1
2015,4,9,12,2,26,400,84,12.7,1001.1,0.7,0,NW,3.1
2015,4,7,7,2,21,400,92,10.2,1002.5,3.2,0,ENE,1
2015,4,11,23,2,27,500,78,9.2,1003.2,3.2,0,NNE,1.2
2015,4,14,28,2,38,500,58,8.2,1004.2,3.4,0,SE,0.7
2015,4,16,16,2,33,500,63,9,1004.7,2.5,0,NE,1.5
2015,4,16,16,2,31,500,62,8.4,1005.9,1.8,0,NNE,1.3
2015,4,12,19,2,29,500,63,6.4,1007.2,1.7,0,NE,0.9
2015,4,22,22,2,48,600,44,8.3,1008.1,1.7,0,ENE,1.2
2015,4,18,18,2,47,600,61,11.1,1009,0.2,0,ENE,1.9
2015,4,11,11,2,31,400,84,12.9,1009.3,-0.4,0,NNE,1.3
2015,4,10,11,2,22,400,96,14,1009.8,-0.5,0,NNE,1.8
2015,4,14,14,2,23,400,100,14.5,1009.1,-0.8,0,SE,3.2
2015,4,15,20,2,24,400,106,15.3,1009.3,-0.5,0,E,3
2015,4,27,47,2,24,400,115,15.8,1008.6,1.5,0,SSE,3.1
2015,4,38,52,4,28,600,118,16.1,1008.2,0.6,0,S,2.8
2015,4,38,38,3,26,600,117,15.8,1008.1,0.7,0,S,3.2
2015,4,38,42,3,27,600,122,16,1007.7,0.5,0,SSW,2.5
2015,4,48,49,3,31,800,130,14.8,1007.9,0.6,0,S,2.4
2015,4,64,89,5,48,1200,113,14.2,1008.3,0.8,0,SSW,2.4
2015,4,74,85,7,55,1400,102,13.2,1008.8,1.8,0,SSW,3.1
2015,4,62,63,4,36,800,106,12.4,1009.2,2.3,0,SSW,2.2
2015,4,51,55,2,38,700,89,11.6,1009.9,2.6,0,SW,3.5
2015,4,34,34,2,45,500,71,10.6,1010.4,0.9,0,SW,4.1
2015,4,31,32,3,42,600,67,9.9,1010.2,1.3,0,SW,2.6
2015,4,36,36,2,40,700,63,9.4,1009.8,1.5,0,WSW,3.2
2015,4,37,37,2,44,600,54,9,1009.3,1.9,0,SW,2.8
2015,4,37,37,3,42,600,56,8.7,1008.7,1.6,0,SSW,2.1
2015,4,32,32,4,39,500,64,8.8,1008,1.2,0,SSE,1.5
2015,4,39,39,4,44,500,54,9.3,1007.4,1,0,S,2.2
2015,4,37,41,3,48,600,46,8.6,1006.8,1.7,0,S,1.5
2015,4,38,38,4,48,600,54,9.2,1007.7,0.6,0,W,2.6
2015,4,40,53,4,48,500,63,9.7,1008.9,0.3,0,SW,1.8
2015,4,48,72,6,61,600,45,10.4,1008.8,1,0,SSE,1.4
2015,4,51,56,8,50,600,76,11.2,1008.4,0.6,0,SSW,2.6
2015,4,68,90,8,41,700,97,11.7,1009.1,0.7,0,SW,2.8
2015,4,77,86,9,36,800,107,13.1,1008.4,0.5,0,S,3
2015,4,74,80,8,26,700,129,14,1007.5,0.6,0,WSW,2.4
2015,4,76,91,6,22,600,143,15.1,1007.9,0.9,0,WSW,3
2015,4,71,79,6,19,500,152,16,1007,1.3,0,W,2.4
2015,4,67,82,5,21,500,158,16,1006.7,1.3,0,WSW,2
2015,4,71,84,5,22,500,162,16.4,1006.7,1.7,0,SSW,1.3
2015,4,73,82,5,26,600,159,16.7,1006.1,1.9,0,SSE,1.5
2015,4,74,89,4,33,600,150,15.8,1006.6,2.2,0,SSE,1.5
2015,4,78,107,4,44,700,132,15.1,1007.6,2.6,0,SSW,2
2015,4,88,131,4,51,700,115,14.6,1008.7,3.1,0,SSW,2.1
2015,4,100,141,4,62,800,94,14.4,1009.3,3.2,0,WSW,3.7
2015,4,98,126,4,56,700,95,13.9,1010.6,3.6,0,WSW,2.8
2015,4,106,126,5,46,700,106,13.3,1010.5,3.9,0,WSW,2.3
2015,4,119,135,7,51,800,91,13,1010.3,3.9,0,SSW,1.7
2015,4,126,151,8,61,800,68,12.7,1010.2,4.4,0,W,1.7
2015,4,127,147,7,60,800,56,11,1009.6,4.9,0,SE,0.5
2015,4,135,158,6,86,900,23,10.6,1009.6,5.6,0,ENE,0.3
2015,4,139,169,6,92,900,12,10.8,1009.5,6,0,NNW,0.4
2015,4,142,171,6,93,900,10,10.7,1009.8,5.9,0,NE,0.7
2015,4,138,146,6,92,1000,4,11.4,1010.9,5,0,NW,1.9
2015,4,87,87,8,71,800,29,12.2,1011.6,2.1,0,NW,1.3
2015,4,33,33,3,23,300,88,14.2,1012,-8.5,0,NW,4.2
2015,4,17,113,4,13,300,95,14.3,1012.5,-9.1,0,NW,4.4
2015,4,21,130,3,12,300,96,15.1,1012.9,-9.8,0,NW,7.1
2015,4,28,168,4,12,300,95,15.3,1013.3,-12.1,0,NW,7.6
2015,4,31,127,2,10,300,96,15.8,1013.4,-10.8,0,NW,7.2
2015,4,23,85,2,9,300,102,15.9,1013.6,-9.2,0,WNW,6.7
2015,4,22,60,2,9,300,106,16,1013.4,-9.1,0,NW,5.8
2015,4,18,70,2,8,300,106,15.9,1013.5,-9.2,0,NW,6.1
2015,4,19,59,3,9,300,102,15.9,1014,-9.2,0,NW,4.7
2015,4,21,56,2,10,300,96,14.5,1014.8,-8.9,0,NW,6.6
2015,4,17,53,2,11,300,90,13,1015.9,-8.3,0,NNE,4.4
2015,4,19,62,2,16,300,74,11.3,1017.5,-9.7,0,NNE,3.8
2015,4,21,24,2,14,300,72,10.3,1019.3,-10.5,0,N,4.5
2015,4,22,22,2,11,300,79,9.3,1020.6,-11.4,0,NNW,3.8
2015,4,24,32,2,9,300,84,8.2,1021.9,-11.2,0,NNE,3.8
2015,4,21,32,2,8,200,85,7.6,1022.6,-10.7,0,N,2.9
2015,4,16,24,2,8,200,83,7.2,1023.3,-12.1,0,N,3.2
2015,4,17,25,2,9,200,83,6.4,1023.7,-11.3,0,NE,2.1
2015,4,16,28,2,10,200,80,6,1024,-12.1,0,N,3.7
2015,4,16,18,2,8,200,84,5.1,1024.4,-11.1,0,NE,1.9
2015,4,13,21,2,7,200,88,4.9,1025.3,-11.3,0,ENE,2.6
2015,4,14,17,2,6,200,87,4.7,1025.9,-12.3,0,NE,2.9
2015,4,12,13,2,6,200,86,4.3,1026.8,-11.4,0,ENE,1.8
2015,4,14,26,2,9,200,82,4.2,1027.8,-11.9,0,NE,3
2015,4,13,30,2,11,200,79,5,1028.8,-12.5,0,NE,3.2
2015,4,14,27,2,15,200,75,5.1,1029.1,-13.4,0,ENE,3.9
2015,4,17,28,2,14,200,78,5.8,1029.2,-13.8,0,NE,3.5
2015,4,18,22,2,11,200,84,7.3,1028.8,-12.5,0,NW,2.4
2015,4,19,19,2,10,200,90,7.8,1027.7,-13.2,0,ENE,3.3
2015,4,12,20,2,10,200,97,8.9,1026.6,-13.5,0,NW,2.2
2015,4,20,24,2,10,200,101,10.3,1025.3,-14.5,0,E,2.4
2015,4,21,35,4,9,300,105,11.2,1024.5,-13.8,0,NE,2.1
2015,4,18,30,4,9,200,107,11.7,1023.7,-14.1,0,NE,1.7
2015,4,21,53,3,24,300,94,11.3,1023.5,-13.7,0,S,2.6
2015,4,28,46,3,29,400,89,10.1,1023.8,-13.9,0,S,2.2
2015,4,28,51,3,33,400,84,9.3,1024.1,-13.2,0,SW,2.6
2015,4,33,61,3,34,400,80,9,1025.3,-11.6,0,SSW,3.4
2015,4,34,65,3,35,400,73,8.5,1026.1,-9.9,0,SW,3.3
2015,4,41,76,4,41,400,62,7.7,1026.8,-8.8,0,WSW,2
2015,4,44,69,4,50,400,52,7.5,1027.2,-8.2,0,SW,2.5
2015,4,50,86,5,56,500,41,6.5,1027.7,-7.5,0,E,2
2015,4,50,81,4,62,500,27,5,1028.3,-7.5,0,ENE,1.7
2015,4,50,50,6,76,600,17,5.2,1028.7,-11,0,ENE,2.7
2015,4,21,21,2,25,300,67,4.8,1029.1,-12.7,0,ENE,2.3
2015,4,10,10,2,16,200,75,4,1029.3,-12.5,0,NE,1.7
2015,4,8,9,2,16,200,72,3.1,1029.2,-12.4,0,ENE,1.5
2015,4,6,18,2,21,300,61,1.7,1029.6,-10.8,0,E,1.2
2015,4,10,18,2,28,300,54,4.3,1030.3,-11.4,0,ESE,1
2015,4,11,11,2,31,300,59,6.6,1030.6,-12.6,0,E,1.3
2015,4,13,13,3,27,300,67,7.7,1030.2,-12.7,0,SSE,1.4
2015,4,11,11,5,19,300,82,8.8,1029.8,-15.7,0,SW,1.7
2015,4,15,15,4,9,200,97,9.7,1028.9,-15,0,NW,3.3
2015,4,4,31,5,11,300,96,10.6,1027.8,-15.9,0,N,2.5
2015,4,14,14,4,11,200,99,11.5,1026.7,-16,0,ESE,1.8
2015,4,8,45,4,16,300,95,12.6,1025.3,-16.1,0,WNW,1.5
2015,4,20,67,4,17,300,98,12.6,1023.9,-14.3,0,SW,3
2015,4,23,49,4,17,200,106,12.4,1023,-15.3,0,SW,3
2015,4,22,59,3,18,200,108,12.3,1022.6,-14.5,0,SW,4.1
2015,4,21,55,4,23,300,100,11.6,1022.3,-12.7,0,SW,4.2
2015,4,25,62,4,28,400,93,10.9,1022.6,-11.2,0,WSW,4.4
2015,4,36,84,5,36,500,88,10.4,1023.4,-10.4,0,SW,4
2015,4,56,93,10,42,700,90,9.9,1024,-8.3,0,SW,3.4
2015,4,62,86,11,45,700,83,9.7,1023.9,-8.4,0,SW,5.1
2015,4,64,94,11,52,700,68,9,1023.9,-6.8,0,WSW,3.9
2015,4,71,107,13,68,700,46,8.7,1023.5,-6.3,0,WSW,4
2015,4,74,109,14,67,700,42,8.4,1023,-5.5,0,WSW,3.8
2015,4,79,129,13,70,700,37,7.7,1022.9,-5.1,0,WSW,1.7
2015,4,88,112,12,67,700,36,7.5,1022.4,-4.3,0,WSW,2.9
2015,4,89,112,9,66,700,25,6.7,1021.8,-4.1,0,WSW,1.5
2015,4,93,110,6,69,800,16,4.5,1021.6,-3.8,0,WNW,1.1
2015,4,96,110,6,80,900,5,3.4,1022.1,-4.1,0,E,1.3
2015,4,97,157,6,81,1200,5,4.2,1022.4,-3.1,0,E,0.8
2015,4,111,146,14,90,1100,11,6.6,1022.4,-2.8,0,ESE,0.5
2015,4,118,164,23,74,1000,30,8.6,1022.3,-2.4,0,NW,1.1
2015,4,126,147,43,54,1000,57,10.6,1022.1,-3.9,0,WSW,3.2
2015,4,93,93,41,39,900,82,10.9,1021.5,-5.6,0,SW,3.9
2015,4,64,64,27,26,700,104,12.6,1020.1,-5.9,0,SW,3.7
2015,4,76,115,28,23,700,116,14,1019,-2.9,0,WSW,3.6
2015,4,90,131,24,24,700,118,13.6,1018,-1.2,0,S,4
2015,4,93,127,16,24,700,114,12.9,1017.4,-0.1,0,SSW,3.7
2015,4,100,124,16,26,700,108,12.2,1016.9,0.6,0,SSW,3.3
2015,4,112,117,16,28,700,110,11.6,1016.6,1.2,0,SSW,3
2015,4,121,121,15,32,800,106,11.3,1016.5,1,0,SSW,2.3
2015,4,124,124,15,37,800,96,10.8,1016.6,1.1,0,S,2.7
2015,4,130,133,13,46,900,70,9.8,1017.6,1.7,0,SSW,2.6
2015,4,137,137,13,55,1000,48,9.3,1018,1.4,0,SW,1.6
2015,4,135,135,15,63,900,33,8.9,1018,1.3,0,S,1.4
2015,4,148,148,14,82,1100,9,8.3,1018.1,1.4,0,SSE,1
2015,4,150,150,14,78,1100,11,7.4,1018.1,1,0,SE,1.3
2015,4,132,132,14,74,1000,10,6.6,1017.7,0.7,0,ESE,1.3
2015,4,122,122,19,74,1000,5,5.4,1017.5,0.6,0,E,0.9
2015,4,122,123,18,73,1000,2,4.7,1017.3,0.1,0,NE,0.8
2015,4,127,127,13,69,1100,2,3.9,1016.9,0.6,0,E,0.5
2015,4,126,126,11,72,1400,2,3.2,1016.8,0.8,0,E,0.9
2015,4,124,124,10,71,1500,2,3,1016.9,0.2,0,E,0.9
2015,4,152,193,10,83,1500,2,4.3,1017.2,0.4,0,SE,0.8
2015,4,139,155,20,87,1600,5,7.2,1017.4,0.4,0,SE,0.8
2015,4,138,189,29,92,1600,11,9.4,1017.4,0.5,0,S,1
2015,4,157,188,30,93,1500,23,11.5,1017.5,0.9,0,SSE,1.1
2015,4,167,210,31,109,1600,30,12.5,1017,1.5,0,WSW,1.6
2015,4,181,208,30,98,1400,58,14.2,1016.1,1.8,0,SE,2
2015,4,195,219,28,76,1300,102,15.7,1015.3,2.1,0,WSW,2.6
2015,4,194,194,30,42,1200,147,16.8,1014.4,2,0,SSW,2.8
2015,4,191,202,28,38,1200,159,17.3,1013.6,2.1,0,WSW,4.7
2015,4,174,176,25,35,1000,153,17.8,1013.4,2.5,0,SW,3
2015,4,133,138,20,36,900,143,17.7,1013.5,1.2,0,WSW,3.9
2015,4,162,192,22,41,1100,146,16.7,1013.4,3,0,SW,3.5
2015,4,208,260,20,62,1300,124,15.8,1013.7,4.5,0,SW,3.5
2015,4,225,253,20,61,1300,115,15.1,1014.6,5,0,WSW,3.2
2015,4,236,245,20,64,1400,104,14.8,1015,5,0,WSW,3.9
2015,4,236,244,18,65,1400,88,14.2,1015.3,5.8,0,WSW,3
2015,4,245,245,16,67,1400,71,13.6,1015.5,6.2,0,WSW,2.1
2015,4,238,238,10,75,1400,40,13,1015.6,5.9,0,WSW,1.6
2015,4,236,236,8,91,1500,19,10.1,1015.7,5.9,0,ESE,0.6
2015,4,241,241,5,96,1700,2,8.9,1015.6,6,0,NE,1.4
2015,4,224,224,5,109,1500,2,7.7,1015.8,5.2,0,E,0.6
2015,4,229,229,7,112,1400,2,8.3,1015.7,5.6,0,ENE,1.4
2015,4,226,226,6,92,1300,2,6.6,1015.9,5.1,0,ENE,1
2015,4,212,212,5,91,1300,2,6.5,1016.5,5.1,0,ENE,0.8
2015,4,207,252,6,89,1400,3,7.1,1017.2,5.6,0,ESE,0.9
2015,4,204,208,10,93,1500,9,9.9,1017.3,6.6,0,ENE,1.7
2015,4,207,223,17,99,1500,16,11.5,1017.5,6.6,0,E,1.2
2015,4,207,220,22,97,1500,30,13.7,1017.5,7.2,0,NE,1.4
2015,4,218,218,26,88,1500,60,15.7,1016.7,7.2,0,ESE,2.1
2015,4,206,206,24,75,1300,94,17.8,1015.8,4,0,ESE,2.3
2015,4,160,160,18,52,1000,126,19,1014.9,1.5,0,S,2.3
2015,4,124,124,12,39,800,139,20.2,1013.5,1.1,0,SSE,3
2015,4,121,121,11,34,800,161,20.5,1012.8,-0.2,0,SSW,3
2015,4,118,118,11,32,700,178,20.8,1012.1,0.6,0,SSW,2.9
2015,4,108,108,9,29,700,168,20.2,1012.5,-0.5,0,WSW,3
2015,4,104,104,9,38,700,145,19.8,1012.3,-0.3,0,WSW,2.7
2015,4,60,81,5,42,600,89,17.8,1012.6,0,0,NNW,0.9
2015,4,84,84,4,76,1000,43,15,1013.4,1.5,0,WNW,0.7
2015,4,119,144,5,111,1800,6,15.2,1014.1,1.7,0,NE,1.8
2015,4,94,94,9,72,1200,55,16.6,1014.8,2.9,0,SW,4.7
2015,4,53,53,9,32,600,88,15.9,1013.6,4.6,0,ESE,1.7
2015,4,59,63,8,81,900,32,15.9,1014.2,4.3,0,SSE,1.2
2015,4,97,152,8,122,1200,2,14.2,1015,7.5,0,ENE,2.5
2015,4,159,223,10,92,1300,17,12.7,1014.6,8.2,0.1,ENE,3.8
2015,4,227,243,18,68,2300,32,12.2,1014.7,7.7,0.1,ESE,3.4
2015,4,253,253,27,72,3500,24,11.7,1014.6,8.2,0.1,E,1.3
2015,4,239,239,24,75,3800,17,11,1014.6,8.2,0,SE,1.5
2015,4,228,228,18,76,3600,11,10.4,1015.6,7.8,0,ENE,1.1
2015,4,228,228,17,72,3500,14,10.7,1015.7,6.8,0,ESE,3.4
2015,4,220,220,25,59,3200,40,11.8,1016.2,6.9,0,ESE,4.8
2015,4,199,199,39,45,2900,73,13.4,1016.5,6.9,0,ESE,4
2015,4,179,179,38,44,2500,90,14.7,1016.7,7.3,0,ESE,3
2015,4,153,153,31,38,2000,114,16.1,1016.3,6.8,0,SE,3.4
2015,4,141,141,27,33,2100,135,17.1,1015.8,6.9,0,SE,3
2015,4,139,139,24,32,2000,149,17.5,1015.2,5.7,0,SSE,2.8
2015,4,115,115,17,24,1300,153,18.2,1014.4,6.1,0,SE,2.1
2015,4,90,90,13,26,1100,148,18.1,1014.1,5.3,0,S,2.1
2015,4,84,84,13,28,1100,142,17.5,1014.1,5.4,0,SE,3.2
2015,4,92,92,9,35,1100,124,16.2,1014.3,7.4,0.1,SE,3.3
2015,4,75,75,8,41,1200,100,15.8,1014.7,7,0,ESE,4.5
2015,4,124,124,11,50,1800,96,14.8,1015.6,6.9,0,ESE,3.7
2015,4,141,141,20,42,2200,93,13.4,1016.3,6.9,0,ESE,4.9
2015,4,126,126,14,39,1600,77,12.5,1017,6.5,0,SE,4.1
2015,4,98,98,6,35,1300,66,11.2,1019.7,8.8,4.6,SSW,0.6
2015,4,11,11,2,17,400,75,9.3,1020.2,7.2,11.7,NNW,1.9
2015,4,6,6,2,23,400,62,8.3,1018.7,6.6,2.8,SE,0.9
2015,4,14,5,2,26,500,52,8.3,1018.5,6.8,0,ESE,0.7
2015,4,12,12,2,26,500,54,8.3,1018.3,6.4,0,NNW,0.6
2015,4,16,16,2,15,300,62,8.9,1017.3,-0.7,0,NW,4
2015,4,11,29,2,7,200,69,8.6,1017,-3,0,NW,4.5
2015,4,10,10,3,6,200,76,8.1,1017.1,-4.7,0,NNW,4.4
2015,4,9,9,2,8,200,78,7.9,1017.8,-5.9,0,NW,5.6
2015,4,5,5,2,11,200,79,7.5,1018.6,-5.9,0,NW,4.3
2015,4,8,8,2,12,200,76,7.7,1019.4,-5.7,0,NNW,3.9
2015,4,10,11,2,12,200,78,8.3,1020.1,-6.3,0,NW,4.8
2015,4,7,21,2,11,200,80,9.2,1020.4,-7.1,0,NNW,5.2
2015,4,14,43,2,11,200,82,10.4,1020.5,-6.5,0,NNW,4.2
2015,4,9,41,2,10,200,84,10.5,1020.9,-5.1,0,NNE,4.6
2015,4,15,49,2,10,200,85,9.6,1021.5,-1.8,0,ENE,7
2015,4,15,50,2,12,300,85,8.4,1021.7,-2.9,0,ENE,8.4
2015,4,15,50,2,12,300,85,8.2,1022.4,-3.3,0,ENE,6.5
2015,4,12,15,2,11,400,91,7.2,1023.2,-4.3,0,ENE,7.7
2015,4,12,13,2,13,500,88,6.8,1023.9,-4.9,0,NE,6.3
2015,4,12,12,2,12,400,91,6.6,1024.5,-4.2,0,ENE,5
2015,4,7,13,2,14,400,88,6.4,1025.1,-4.1,0,ENE,5.1
2015,4,10,10,2,16,400,84,6,1025.7,-4.8,0,ENE,3.9
2015,4,8,8,2,11,300,89,5.6,1026.5,-4,0,NE,3.5
2015,4,7,14,2,10,300,90,4.7,1026.8,-2.4,0,NNE,3.4
2015,4,8,8,2,11,400,88,5.4,1026.3,-3.4,0,NNE,2.8
2015,4,8,8,2,11,400,88,5.6,1026.3,-3.8,0,NNE,3.3
2015,4,16,16,2,10,300,90,6,1026.1,-3.4,0,NNE,3.2
2015,4,9,14,2,12,300,86,5,1026.1,-1.7,0,NE,3.8
2015,4,12,29,2,11,400,88,4.9,1025.9,-0.9,0.1,NE,3.8
2015,4,14,14,2,8,400,94,5.3,1025.4,-1.8,0.1,NE,4.8
2015,4,12,12,2,10,400,93,6.2,1025,-2.9,0,N,3.1
2015,4,11,11,2,14,400,92,6.3,1024.8,-2.8,0,N,2.2
2015,4,14,14,2,22,400,85,7.2,1024.8,-3.7,0,N,2.4
2015,4,17,17,2,33,500,74,7.9,1024.9,-3.6,0,NNE,4
2015,4,19,25,2,33,500,76,9.6,1024.4,-3,0,N,2.7
2015,4,24,33,2,24,500,91,11.2,1024,-3,0,NNE,2.5
2015,4,25,26,2,19,500,103,12.8,1023.1,-1.9,0,N,2.2
2015,4,23,32,6,23,500,103,14.3,1021.9,-1.4,0,NE,1.8
2015,4,27,28,7,21,500,114,15.7,1020.6,-1.9,0,NNW,1.4
2015,4,28,28,5,17,500,125,16.9,1019.2,-2.2,0,S,1.6
2015,4,NA,54,4,19,300,114,18,1017.5,-1.8,0,NNW,2.1
2015,4,13,57,5,23,100,131,18.5,1016.1,-2.5,0,W,2.4
2015,4,3,69,5,25,100,135,18.1,1015.2,-2.3,0,WSW,3.1
2015,4,NA,62,4,32,100,139,16.7,1014.6,-1,0,WSW,3.8
2015,4,54,72,3,38,100,117,15.3,1014,0.7,0,WSW,3
2015,4,44,95,3,50,100,93,14.7,1014,1.9,0,SW,4
2015,4,141,141,3,53,200,85,14,1013.5,1.9,0,WSW,3.8
2015,4,NA,77,3,59,200,76,13.3,1012.4,2.2,0,WSW,3.8
2015,4,NA,89,3,70,200,58,12.1,1011.5,2.5,0,WSW,2.3
2015,4,43,93,2,60,200,50,11.1,1010.6,2.9,0,W,2
2015,4,62,84,2,72,200,29,8.6,1010,3.4,0,WNW,0.4
2015,4,67,82,2,87,300,6,7,1009.3,3.8,0,SW,0
2015,4,73,88,2,90,800,2,6.3,1008.6,4,0,ESE,0.3
2015,4,71,85,2,87,800,2,5.5,1007.9,3.7,0,E,0.3
