,SO2,TEMP,PRES,RAIN,wd,WSPM,season
1133,3,30.2,996.4,0,NNE,1.7,summer
1134,2,33.4,1004.3,0,SSW,2.6,summer
1135,3.4272,21.7,999.5,0,WSW,0.9,summer
1136,7,1,1029,0,WNW,1.6,winter
1137,38,-1.1,1025.5,0,E,0.6,winter
1138,2,-0.34,1026.8,0,NW,4.8,winter
1139,2,4,1017.4,0,E,0.7,fall
1140,39,-3.8,1027.7,0,ESE,2.5,winter
1141,10,-3.175,1019.5,0,NE,1.6,winter
1142,40,-2.6,1017,0,ENE,1.4,spring
1143,3,24.9,998.8,0,SSW,1.7,summer
1144,2,21.4,1001.4,0.1,WSW,1.5,summer
1145,31,10.1,1015.6,0,SSW,2.5,spring
1146,2,2.7,1022.3,0,ENE,1.2,fall
1147,8,17.6,1009.2,0,SW,1.7,fall
1148,12,9.2,1012.2,0,NW,2.4,fall
1149,4,26.8,993.7,0,E,1.1,summer
1150,65,-5,1014,0,NW,1,winter
1151,11,12.6,1007.2,0,W,2,winter
1152,77,0,1014,0,WSW,1.5,winter
1153,3,0.875,1020.75,0,NE,3.3,winter
1154,2,26.7,999,0,NNW,1.3,summer
1155,10,-5.9,1037,0,E,1.1,fall
1156,17,-3.8,1019.7,0,WSW,0.9,spring
1157,2,28.7,1001.9,0,ENE,2.6,summer
1158,10,20.6,1001.1,0,ENE,0.7,summer
1159,29,-0.525,1026,0,SW,0.7,winter
1160,9,6.5,1025.4,0,SSW,2.5,fall
1161,7,0.8,1023.1,0,E,1.4,spring
1162,12,25.5,995.5,0,ESE,0.9,summer
1163,3,10.1,1020.8,0,NNW,1.5,fall
1164,13,27.9,1004.9,0,SW,2.6,spring
1165,21,17.1,1007.1,0,WNW,1.1,spring
1166,14,-2.9,1028.1,0,WSW,1,winter
1167,29,3,1020,0,NW,3,winter
1168,7,8.2,1021.6,0,NNE,3.7,winter
1169,7,16.5,1016.1,0,NE,1.4,fall
1170,2,9.8,1017.6,0,WNW,6.3,spring
1171,8,23,1013.9,0,WNW,1.3,fall
1172,60,4.1,1023.4,0,E,1.9,winter
1173,6,3.4,1020.5,0,W,0.8,fall
1174,48,8,1026.7,0,SE,2.2,spring
1175,15,22.9,1002.9,0,E,1.7,summer
1176,23,2.6,1012,0,ENE,2.2,winter
1177,8,-5.9,1029,0,W,1.4,winter
1178,20,-3.2,1020.3,0,ENE,0.9,winter
1179,6,2.6,1019.5,0,E,1,fall
1180,9,5.9,1026.8,0,WSW,1.8,fall
1181,28,17.7,1011.3,0,E,0.8,spring
1182,3,6.6,1015.1,0,NW,3.8,winter
1183,39,-2.9,1017.9,0,S,1.8,winter
1184,9,-1.3,1027.9,0,SW,2.7,winter
1185,2,23,1003.4,0,N,0.8,summer
1186,16,0,1028.4,0,NW,3.7,winter
1187,27,29.1,1001.9,0,SW,1.9,summer
1188,7,28.5,995.7,0,SSW,1.3,summer
1189,3,4.3,1020.8,0.3,SE,2.2,fall
1190,66,6.3,1021,0,NNE,0.8,winter
1191,71,0.2,1027,0,NW,2.1,winter
1192,24,3.3,1016.1,0,WSW,1,fall
1193,2,12.7,1002.5,0,ESE,1.3,spring
1194,2,12.4,1012,0,W,0.8,fall
1195,3,30.7,997.4,0,SSW,3.1,summer
1196,2,20.2,1004.4,0,NE,2.2,spring
1197,71,4.6,1017.4,0,E,1.6,spring
1198,8,10.4,1012.9,0,NNW,2.7,spring
1199,12,14.4,1022.9,0,NE,3.9,fall
1200,9,-7,1029,0,WSW,0.6,winter
1201,4,24,992.2,0,WSW,1.1,summer
1202,7,19.6,1015.5,0,S,0.6,fall
1203,3,29.2,996.8,0,SSW,1.9,summer
1204,34,32.6,998.9,0,SW,3.4,spring
1205,11,2,1022.4,0,N,1.3,winter
1206,11,3,1012,0.1,WSW,1.9,winter
1207,2,15.2,1010.7,0,S,1.6,fall
1208,2,18.7,1012,0,W,1.8,fall
1209,10,16.6,1010.7,0,WSW,3.4,spring
1210,7,12.6,1010.5,0,SW,0.9,fall
1211,3,-4,1030,0,ENE,2.8,winter
1212,2,17.5,1015.8,0,WNW,4.7,spring
1213,50,1.8,1021.2,0,ENE,1.4,winter
1214,6,31.9,997.9,0,SSW,3.1,summer
1215,9,-4.9,1031.5,0,NNW,1.5,winter
1216,53,1.5,1010.5,0,NE,0.4,winter
1217,2,18.3,1000.2,0,ENE,1.2,summer
1218,5,16.3,1008.4,0,W,2.1,spring
1219,2,24.5,990.1,0,NE,0.9,summer
1220,4,31.8,996.1,0,SSW,2.6,summer
1221,2,22.5,993.3,0,WNW,2.6,summer
1222,4,27.1,996,0,WNW,1.2,summer
1223,2,18.7,1003.9,0,NE,1.2,fall
1224,14,22.4,1001.2,0,WSW,1.3,spring
1225,35,3.7,1016,0,SSW,2.3,spring
1226,6,-1.1,1024,0,W,0.7,fall
1227,20,0.7,1024.9,0,S,1.2,winter
1228,5,19.3,1008.7,0,NNE,0.4,summer
1229,7,23.3,1004.1,0,SW,3.8,spring
1230,7,8.7,1012.9,0,ESE,1,fall
1231,6,8.6,1019.5,0,S,1.2,fall
1232,3,11.6,1016,0,NW,3.6,fall
1233,61,9.2,1022,0,WSW,0.7,fall
1234,5,30.3,1006.4,0,NE,2.2,summer
1235,49,-4.2,1015,0,NW,0.6,winter
1236,9,7,1017.9,0,WSW,0.8,spring
1237,9,14.9,1006.7,0,NW,0.8,fall
1238,8,-1.7,1020.8,0,NE,0.7,winter
1239,42,1,1025,0,SW,2.6,winter
1240,6,-1.2,1027.9,0,NNE,2.1,winter
1241,2,26.4,994.1,0,NW,0.8,summer
1242,59,0,1020,0,WSW,1.3,winter
1243,12,14.7,1011.8,0,WNW,1.3,spring
1244,71,2.6,1012.5,0,NE,1.4,spring
1245,2,26.3,1001.1,0,NW,1,summer
1246,6,25.8,995.6,0,WSW,1.3,summer
1247,2,9.4,1026,0,WNW,3.5,fall
1248,15,2.5,1009.6,0,W,0.9,spring
1249,40,-1.45,1017,0,NE,1,winter
1250,2,1.9,1028.9,0,E,1.4,fall
1251,3,24,1001.4,0,ENE,4,summer
1252,14,16.7,1008.1,0,NE,0.6,fall
1253,2,8.7,1013.9,0,ENE,1,fall
1254,7,20.4,1000.6,0,NW,4.2,spring
1255,54,1.9,1021.8,0,S,2,winter
1256,4,2,1029.9,0,NNE,0.9,fall
1257,2,14.9,1007.6,0,NNW,3.5,spring
1258,2,31.4,999.7,0,SE,1,summer
1259,25,0.3,1023,0,WNW,8.8,winter
1260,25,28.7,1005.1,0,S,2,summer
1261,3,8.9,1024.2,0,SE,0.5,fall
1262,89,-1.2,1026.3,0,ESE,0.5,winter
1263,2,29.1,1001.5,0,WSW,1.9,summer
1264,31,-6.2,1025.6,0,NE,1.2,winter
1265,29,0.5,1020.3,0,ESE,1.6,spring
1266,13,17.1,1017.6,0,WNW,2.1,fall
1267,7,23.8,1002.7,0,SW,1.8,fall
1268,9,21.3,1004.9,0,SW,4.8,spring
1269,5,-5.3,1037.7,0,ENE,2.3,fall
1270,2,17.7,1009.8,0.3,ENE,1.7,fall
1271,148,-7,1021.3,0,WSW,1,winter
1272,18,4.7,1017.3,0,NE,0.9,spring
1273,2,-4,1016,0,WNW,6.7,winter
1274,33,5.1,1022,0,WNW,4.2,winter
1275,4,25.7,1009.9,0,ENE,2,summer
1276,2,24.8,999.7,0.1,NW,0.9,summer
1277,30,-6.966666667,1032.333333,0,NE,0.9,winter
1278,22,-3.2,1012.2,0,SW,0.8,winter
1279,8,5.1,1020.4,0,negligible,0.1,fall
1280,38,0,1028,0,SW,1.1,winter
1281,22,6.6,1019,0,SW,0.9,spring
1282,7,-4.1,1029.8,0,N,4.2,winter
1283,9,22.5,1002.1,0,SSW,1.5,fall
1284,114,4.7,1007.6,0,negligible,0.1,spring
1285,15,27.6,1008.8,0,SW,4.4,spring
1286,22,13.3,1007.3,0,E,1.6,spring
1287,2,-0.7,1021.9,0.2,NNE,3.5,fall
1288,38,25.1,1002.8,0,S,3,spring
1289,5,28.9,995.1,0,SSW,1.4,spring
1290,10,5.9,1021,0,SSW,1.8,fall
1291,8,0.5,1025.2,0,ESE,1.2,winter
1292,3,11.5,1015,0,W,1,fall
1293,107,14.5,1005.4,0,SSW,2.1,spring
1294,8,26.8,990.7,0,E,1.4,summer
1295,2,16.25,1009,0,SW,2.3,fall
1296,9,21.5,999.5,3.5,WSW,3,spring
1297,14,26.2,1005.6,0,SW,3.2,spring
1298,20,3.8,1012.2,0,SSW,1.7,winter
1299,2,15.7,1017.9,0,N,0.9,fall
1300,2,26.9,999.1,0,ESE,2.4,summer
1301,14,33.1,992.3,0,ENE,2.7,summer
1302,2,15.3,1001.5,0,WSW,1.3,spring
1303,11,29.6,1002.5,0,E,4.4,summer
1304,12,32,997.1,0,SSW,2.6,summer
1305,24,6.3,1020.5,0,E,1.2,fall
1306,16,1.6,1030.4,0,SSW,1.1,winter
1307,28,-2.1,1021.2,0,WSW,1.3,winter
1308,14,-1,1014,0,WSW,1.3,winter
1309,60,15.9,1008.2,0,SSW,2.9,spring
1310,2,27,1005.9,0,E,1.4,summer
1311,14,27.1,1005.6,0,SSE,1.4,spring
1312,2,20.4,1002.8,0,WNW,1.7,summer
1313,20,8.5,1014.4,0,SSW,1.8,fall
1314,3,26.5,1001,0,SE,1.4,summer
1315,31,0.2,1023.3,0,NNW,2,winter
1316,2,28.9,1003.1,0,WNW,1.8,summer
1317,2,18.3,1000.3,0,W,0.3,fall
1318,10,5.8,1021.6,0,SE,1,fall
1319,12,18.8,997.9,0,S,0.3,summer
1320,9,-11.1,1030.9,0,ENE,2.4,winter
1321,6,33.6,999,0,E,1.7,summer
1322,2,19.4,1011.3,0,NNE,1.4,fall
1323,5,9.7,1016.8,0,WNW,4.4,fall
1324,2,28.5,1008.8,0,NE,3.6,summer
1325,2,0.6,1028.5,0,SSW,0.5,fall
1326,2,31.2,1000.9,0,E,1.9,summer
1327,16,13.9,1022.7,0,SW,1.5,fall
1328,21,30.5,1001,0,E,0.9,summer
1329,2,23.2,1003.1,0.1,N,1.4,fall
1330,2,31.1,1003.1,0,E,2.3,summer
1331,3,31.4,1000.9,0,SW,1.2,summer
1332,2,20.475,1017.25,0,NE,5.7,fall
1333,11.9952,-1.7,1022.2,0,S,1.2,winter
1334,9,26.1,1006,0,ENE,1.1,summer
1335,4,-1.1,1021.3,0,WNW,5.1,fall
1336,2,23.2,1005.6,0.1,W,2.1,summer
1337,5,1.6,1036.4,0,NNW,3.7,fall
1338,14,30.1,1008,0,ENE,1.6,summer
1339,46,8.8,1018.6,0,SSW,1.5,spring
1340,40,19.3,1004.9,0,SSE,1,spring
1341,8,0.4,1028.2,0.2,ESE,1.5,fall
1342,40,0.6,1026.7,0,W,2,winter
1343,5,7.4,1022.4,0,NW,6.4,winter
1344,9,17.7,1009.3,0,negligible,0.1,spring
1345,35,2,1022,0.3,SW,1.3,winter
1346,3,11.3,1018.4,0,NW,2,spring
1347,2,16.6,1008.6,0,NW,3.3,spring
1348,8,23.4,1001.6,0,N,0.9,summer
1349,3,26.1,1000.8,0,ENE,2,summer
1350,21,3.3,1020.8,0.5,WSW,2.6,spring
1351,6,22.2,1009.8,0,ENE,1.8,summer
1352,2,29,1002.3,0,SW,1.9,summer
1353,3,21,1006.4,0,E,2.8,summer
1354,3,3,1026.9,0,NNW,3.1,spring
1355,1,26.2,1005.8,0,NE,2.7,summer
1356,2,31.1,1004,0,ENE,2.9,summer
1357,4,8.6,1014.1,0,NNE,1.4,winter
1358,6,20.4,999.2,0,ENE,0.7,summer
1359,2,11.8,1006.3,0,ENE,1.2,fall
1360,5,-4.4,1028,0,NW,2.2,winter
1361,41,12.9,1004,0,S,1.8,spring
1362,8,23.2,995.3,0,SSE,1,summer
1363,2,30.8,997.9,0,S,1.1,summer
1364,8,9.5,1014.4,0,NNW,2.6,spring
1365,70,-0.4,1025.3,0,NW,1.7,winter
1366,7,-4.8,1021.8,0,N,5.4,winter
1367,5,-1,1030,0,WNW,3.8,winter
1368,2,21.4,1001.3,0,NW,3.2,spring
1369,20,-3.2,1034.5,0,NE,2.9,fall
1370,2,13.9,1014.7,0,WNW,0.8,fall
1371,2,21.9,1001.7,0,SE,1.4,summer
1372,3,26.4,992.4,0,WSW,2.9,spring
1373,17,17.6,1020.1,0,WSW,2.5,fall
1374,84,-2.9,1004.3,0,W,1.3,winter
1375,47,3,1021,0,SW,1.6,winter
1376,10,23.1,1009.4,0,SW,2.2,spring
1377,7,-5.7,1033,0,NE,2.1,winter
1378,9,23.4,1004.7,0,E,1.8,summer
1379,2,33.9,996,0,SSW,1.1,summer
1380,2,32.8,1000,0,ESE,2.2,summer
1381,2,27.2,1008.8,0,SSE,2,fall
1382,31,-5.8,1030.8,0,NNE,1.9,winter
1383,2,31.4,1007.7,0,ENE,3.2,summer
1384,23,15.1,1003.9,0,WSW,0.9,spring
1385,8,17.6,1011,8.1,SSW,1.4,fall
1386,6,14.7,1010.9,0,WNW,0.7,spring
1387,2,23.5,1003.9,0,E,1.9,summer
1388,9,14.7,1015,0,ESE,0.9,fall
1389,26,2.4,1022.8,0,WNW,1.2,winter
1390,2,23.3,1005,0,E,0.9,summer
1391,37,-3,1030.8,0,NNE,2.3,winter
1392,2,30.7,1001.7,0,SSE,2,summer
1393,22,9.9,1015.6,0,E,1,fall
1394,2,28.9,1000.2,0,WSW,2.1,summer
1395,15,19,1005.6,0,SSE,1.7,spring
1396,9,20.9,999.4,0,WNW,3,summer
1397,2,31.5,1006.6,0,SW,1.7,summer
1398,5,1.3,1026,0,WNW,6.5,winter
1399,103,-4.5,1024.4,0,NE,1.1,winter
1400,2,11.3,1013.9,0,NE,1.6,spring
1401,3,21,1008.2,0,SE,1.4,summer
1402,4,16.8,1013.2,0,E,1.2,fall
1403,6,9.2,1005.7,0,NE,1.3,fall
1404,11,12.5,1011.8,0,NW,1.5,fall
1405,7,28.1,1000.5,0,NE,1.7,summer
1406,2,20,1006.9,0,NE,1.4,fall
1407,2,25.6,1000.3,0,E,2.9,summer
1408,39,8,1021,0,W,4.3,winter
1409,2,1.7,1017.5,0,NW,3.4,winter
1410,20,23.6,1002.1,0,SW,4,spring
1411,49,12.8,1005.7,0,ESE,1.7,spring
1412,2,20.6,1004.4,0,WSW,0.6,summer
1413,28,-3.5,1023.7,0,WSW,1,spring
1414,4,14.6,1008.7,0,SSW,2.2,spring
1415,6,2.7,1022.3,0,negligible,0.1,fall
1416,2,0.9,1019.7,0,NNW,4.3,winter
1417,4,13,1000,0,W,1.6,spring
1418,18,11.7,1009.4,0,SE,1.8,spring
1419,25,5.7,1014.8,0,SSE,1.4,winter
1420,5,13.5,1025,0,SSW,3.2,fall
1421,4,33,1006.4,0,SSW,2.1,summer
1422,2,20.7,1013.4,0,NNW,3.8,fall
1423,4,15.5,1023.5,0,ENE,1.3,fall
1424,13,5.2,1007,0,NE,2.4,spring
1425,3,25.5,997.4,0,WSW,1,summer
1426,2,29.1,1003,0,ENE,1.7,summer
1427,15,17.5,1005.7,0,SW,2.6,spring
1428,2,8,1019.9,0,NE,0.3,fall
1429,7,4,1013,0,WNW,1.5,winter
1430,3,19,1010.1,0,W,0.8,fall
1431,6,0.1,1025.8,0,NE,1,winter
1432,8,0,1018,0,SW,1.1,winter
1433,2,9.6,1019.6,0,NE,2.3,fall
1434,2,14.1,1013.6,0,WSW,1.9,fall
1435,2,22.7,1008.3,0,NW,3.7,spring
1436,2,10.2,1014.2,0,NNE,1,fall
1437,83,-8.4,1022.6,0,WSW,0.6,winter
1438,7,10.8,996.7,0,NW,0.6,spring
1439,25,30.7,994.2,0,SSW,2,spring
1440,7,36.5,992.8,0,NNW,0.9,summer
1441,2,29.3,1010,0,S,2.6,fall
1442,4,7.1,1022.9,0,WNW,5.9,winter
1443,2,21.2,1009.6,0,SW,1,summer
1444,6,33.2,988.8,0,SSW,2.2,summer
1445,10,21.7,1010.5,0,SSE,0.6,fall
1446,27,3,1017,0,SW,1.3,winter
1447,2,6.2,1023.1,0,ENE,3.6,spring
1448,22,-2.35,1030.5,0,NE,1.5,winter
1449,62,-3.8,1016.2,0,ENE,0.6,fall
1450,24,5.5,1010.2,0,NE,1.2,spring
1451,2,20.8,996.6,0.4,E,1.4,summer
1452,2,24.3,1002.7,0.2,SE,1,summer
1453,2,25,1006,0,SE,2.2,summer
1454,6,15.4,999.3,0,ENE,0.7,spring
1455,2,12.9,1002.9,0,W,0.8,spring
1456,5,31.2,998.4,0,SSW,2.2,summer
1457,40,0.4,1009,0,S,1.6,winter
1458,2,27,998.1,0,S,0.8,summer
1459,5,6.3,1021,0,SW,3.1,spring
1460,38,0.2,1014.6,0,SSE,1.7,spring
1461,6,29.5,999.4,0,NE,2.5,summer
1462,4,13.4,1006.3,0,WNW,2.3,spring
1463,7,16.3,1006.1,0,SSW,1.7,spring
1464,4,3.2,1029.6,0,NW,4.3,winter
1465,3,22.2,996.2,0,E,1.1,summer
1466,44,21.9,1013.3,0,S,2.2,spring
1467,17,2.6,1012.1,0,ENE,1.6,winter
1468,9,25,1003.9,0,SSW,1.7,summer
1469,2,24.9,1004.1,0,E,1.8,summer
1470,2,28.4,1002.5,0,SW,0.8,summer
1471,2,9.5,1017.7,0,NW,5.2,spring
1472,59,21.7,1006.5,0,E,3.8,summer
1473,2,24.1,1003,0,N,1.4,summer
1474,5,31.5,998.9,0,S,1.6,summer
1475,7,1,1009,0,SW,0.2,winter
1476,26,-2.9,1017.3,0,SE,1.3,winter
1477,3,3.7,1021.9,0,ESE,2,fall
1478,18,-3.6,1033,0,NE,2.3,winter
1479,5,5.6,1022,0,WSW,1.8,winter
1480,3,-3.9,1023.7,0,NNW,1.8,winter
1481,21,2.1,1019.4,0,ENE,1.5,winter
1482,2,11.8,1025.5,0,NNW,2.8,fall
1483,4,32.8,1000.9,0,SSE,2.3,summer
1484,3,20.8,1000.5,0,ENE,1.7,summer
1485,2,33.7,1003.8,0,SSE,1.4,summer
1486,33,5.9,1012.4,0,SE,1,spring
1487,2,25.5,1004,0,NNE,1.6,fall
1488,17,27.8,1000.7,0,SSE,1.3,summer
1489,12,22.8,1002,0,SW,4.5,spring
1490,12,18.6,1001.4,17.1,E,7.3,summer
1491,3,16.6,1003.2,0.6,ENE,1.1,spring
1492,2,28.2,998.1,0,SE,0.8,summer
1493,13,27.4,1003,0,SW,2.2,fall
1494,7,15.2,1014.7,0,negligible,0.1,fall
1495,4,16.8,1019.7,0,NE,3.7,fall
1496,2,25.3,1003.8,0,NE,4.7,spring
1497,12,21.7,1015.6,0,SW,1.9,fall
1498,46,3.6,1013.5,0,ESE,0.4,spring
1499,2,25.4,1008.9,0,ENE,1.7,fall
1500,19,25.8,994,0,SSW,0.9,spring
1501,5,7.8,1024,0,NW,3.6,fall
1502,2,21.7,1010.3,0,SW,4.4,spring
1503,39,-5,1030,0,W,0.7,winter
1504,14,19.6,1007.7,0,SSW,2.9,fall
1505,7,2.9,1022,0,N,2.5,winter
1506,5,-0.7,1025.8,0,ESE,1.8,winter
1507,2,14.9,1013.2,0,ENE,1.8,fall
1508,3,0.6,1022.3,0,NW,4.6,winter
1509,31,8.9,1004.4,0,NE,1.7,spring
1510,13,18.3,1011.2,0,SW,0.9,spring
1511,5.9976,17.9,1009.9,0,NE,1.6,fall
1512,64,18.8,993.9,0,SE,1.9,spring
1513,7,28.6,1009.6,0,S,2.2,spring
1514,2,27.6,999.4,0,S,0.6,summer
1515,43,-2.5,1017.6,0,E,1,winter
1516,3,28.8,997.2,0,SSW,1.7,summer
1517,3,7.1,1017.1,0,N,2.1,spring
1518,2,23.1,1001.9,0,W,0.5,summer
1519,49,-0.8,1016,0,ESE,1.4,winter
1520,4,9.5,1023.6,0,NW,2,fall
1521,3,26,999.8,0,W,0.9,summer
1522,10,4.8,1023,0,NW,3.2,winter
1523,2,19.725,1017.75,0,NW,5.5,fall
1524,15,7.1,1013.8,0,SSE,1.2,spring
1525,158,-4.3,1018.1,0,W,1.2,winter
1526,24,15.5,1011.5,0,SSW,1.6,spring
1527,46,2.6,1023.8,0,E,1.5,winter
1528,10,31.7,1002.9,0,SSE,1.3,summer
1529,9,0.4,1027.6,0,ENE,1.5,winter
1530,32,-3.6,1033.4,0,E,1.5,winter
1531,2,28.5,1000.9,0,ENE,1.7,summer
1532,3,14.4,1002.8,0,S,1.3,spring
1533,8,13,1009.1,0,NNE,4.6,spring
1534,15,2.9,1028,0,NW,1.7,winter
1535,44,2.3,1008.1,0,ENE,0.8,spring
1536,36,-3.7,1024,0,SSW,0.7,winter
1537,58,3,1021,0,SSW,2.6,winter
1538,2,28.3,1003.1,0,NNE,1.4,summer
1539,2,19.3,997,0,ENE,1.4,summer
1540,2,21.9,999.3,0,W,0.8,summer
1541,3,25.8,996.8,0,N,0.7,summer
1542,6,-2.15,1019,0,NE,1,winter
1543,2,27.9,998.7,0,SSW,0.8,summer
1544,2,32.5,1002.8,0,NW,3.2,summer
1545,8,19.1,1009.1,0,WNW,1,fall
1546,2,8.3,1020.6,0,WNW,4.9,spring
1547,37,17,1003.4,0,NW,3.7,spring
1548,3,12.8,999.4,0,ESE,1,spring
1549,2,27.4,1005.9,0,SW,4.1,summer
1550,36,-3.8,1019.5,0,SW,2.2,winter
1551,62,10.2,1002.3,0,NE,1.2,spring
1552,2,11.2,1010.4,0,SSW,1.5,fall
1553,76,-3.4,1019,0,E,0.9,winter
1554,8,26.1,1000.7,0,SW,1.8,summer
1555,27,1,1021,0,NW,1.9,winter
1556,2,19,1008.1,0,N,2.7,spring
1557,2,11.5,1018.8,0,WNW,1.4,fall
1558,2,23.2,998.5,0,ENE,0.7,summer
1559,2,25.8,1008.4,0,WSW,1,fall
1560,13,19.2,1008.4,0,ENE,2.9,spring
1561,12,22.6,996.9,0,ENE,1.7,summer
1562,10,15.8,1013.5,0,SSE,1.5,fall
1563,2,-2.2,1023.4,0,SSW,2.4,winter
1564,3,16,1012.2,0,SE,1,fall
1565,10,3.5,1021.1,0,SW,2.1,winter
1566,29,3.8,1020,0,WNW,4.4,winter
1567,2,4.2,1020.5,0,SSW,0.9,fall
1568,20,6.2,1028.7,0,NNE,2.2,winter
1569,13,-3.1,1030.6,0,ENE,0.8,fall
1570,3,17.7,1005.6,0,W,1,fall
1571,2,28,994.7,0,N,0.8,summer
1572,2,19,1001.4,0,NW,0.9,summer
1573,12,25.6,1006.5,0,SW,2.5,spring
1574,64,1.8,1023.9,0,W,1.6,winter
1575,24,8,1026.2,0,NE,1.2,fall
1576,15,11.4,1018.9,0,NNE,1.6,fall
1577,2,17.3,1025.2,0,NE,3.6,fall
1578,7,16.4,1006.1,0,negligible,0.1,fall
1579,2,22.1,1009.4,0,NE,2,summer
1580,4,7,1024,0,SSW,1.9,fall
1581,27,30.1,999.5,0,NNE,1.2,summer
1582,2,6.5,1017.9,0,WSW,0.6,fall
1583,14,34,1001.1,0,SW,2.8,summer
1584,2,24.1,999.2,0,W,3.5,summer
1585,19,2.6,1017.4,0,ENE,0.6,fall
1586,7,-4,1032.9,0.1,SSE,0.5,fall
1587,1,18.6,1018,0,NNE,2.9,fall
1588,3,29,998.5,0,S,0.6,summer
1589,2,22.5,1012.8,0,NNE,1.7,summer
1590,7,0.7,1030,0,WNW,3.7,winter
1591,9,11.4,1015.8,0,negligible,0.1,fall
1592,8,-0.3,1023.8,0,negligible,0.1,spring
1593,48,31,997.5,0,SW,1.4,summer
1594,7,23.3,993.8,0,WNW,0.8,summer
1595,101,1.4,1022.2,0,SSW,1.8,winter
1596,2,17.6,1009.1,0,N,1.2,summer
1597,2,20.4,1017.7,0,S,1.6,fall
1598,2,26.9,1001.2,0,NNW,1.3,summer
1599,41,22.3,999.6,0,E,2.5,spring
1600,2,23.5,1001.5,0,NE,1.6,summer
1601,6,11.6,1004.3,0,SSW,0.5,fall
1602,72,-6.6,1024.3,0,SW,0.9,winter
1603,34,1.3,1016.1,0,W,2.5,winter
1604,2,9.5,1023.7,0,WNW,3.6,fall
1605,14,24,1003,0,SSE,1.6,spring
1606,168,2.9,1021.6,0,WNW,1.2,winter
1607,2,21.5,1009.1,0,SE,1.9,summer
1608,25,24,1006.7,0,WSW,3.6,spring
1609,4,-2.4,1031.1,0,ENE,1.9,winter
1610,17,3.4,1013,0,ENE,2.5,winter
1611,39,-3.5,1023.7,0,ENE,1.5,winter
1612,2,23.5,1003.5,0.2,NNE,2,summer
1613,3,19.3,1014.5,0,SW,2.2,fall
1614,45,-1,1019,0,W,1.3,winter
1615,7,16.1,1009.5,0,SW,0.7,spring
1616,58,3,1018.6,0,NE,1.2,spring
1617,2,32.4,1001.5,0,ENE,1.9,summer
1618,2,14,1016.3,0,SSE,0.8,fall
1619,2,5.6,1004.5,0,ENE,1.4,fall
1620,8,24.5,1009.3,0,E,2.5,fall
1621,82,23.3,1008.1,0,E,2.4,spring
1622,2,25.2,1001.3,0,W,1.9,summer
1623,18,32.3,992.4,0,N,2.4,summer
1624,25,1.475,1019,0,NW,1.1,winter
1625,17,30.2,1002,0,SSW,2.8,summer
1626,3,28,1004.1,0,W,2,summer
1627,7,1.7,1026.9,0,E,0.4,fall
1628,102,-8,1015,0,W,1,winter
1629,5,3.6,1026.7,0,ENE,2.7,winter
1630,2,9.3,1020.6,0,NNW,3.9,spring
1631,5,25.2,1005,0,ENE,2.8,fall
1632,3,28.3,1001.6,0,NE,1.6,summer
1633,2,19.3,1005.8,0,E,0.8,fall
1634,8,4.7,1020.4,0,W,1.4,spring
1635,2,26.1,1002.7,0,ENE,1.3,summer
1636,27,-4.8,1018.3,0,W,1.7,winter
1637,2,26.4,1005.6,0,SW,0.3,summer
1638,2,-1.15,1028,0,NW,3.9,winter
1639,6,24.8,1003,0,ESE,1.7,summer
1640,23,9.8,1024,0,WNW,2.2,fall
1641,69,7.8,1012.8,0,SE,2.2,spring
1642,2,19.1,1005.5,0,NW,3.5,spring
1643,7,8.6,1018.9,0,W,3.6,fall
1644,6,0.5,1035.7,0,ENE,3,winter
1645,199,3.5,1016.1,0,W,1.5,spring
1646,2,14.4,1011.7,0,WNW,4,fall
1647,26,3,1021,0,NW,1.8,winter
1648,4,0.2,1024.7,0,E,1.6,winter
1649,9,27.1,1000.5,0,NNE,1.3,summer
1650,3,27.4,1001.8,0,ESE,0.9,summer
1651,12,7.3,1025.4,0,WSW,3.4,spring
1652,21,-1.9,1012.7,0,WNW,0.8,winter
1653,2,22.5,1000.5,0,E,0.2,summer
1654,20,5.4,1006.6,0,ENE,0.8,spring
1655,5,13.2,1010.7,0,negligible,0.1,fall
1656,2,30.2,1001,0,SW,1,summer
1657,2,0.3,1024.5,0.3,NNE,3.2,fall
1658,16,7.4,1021.7,0,W,3.9,spring
1659,5,-5.1,1027.4,0,NNW,3.5,winter
1660,38,8.7,1027,0,WSW,1.5,fall
1661,3,5.9,1025.3,0,SW,2.1,fall
1662,87,9.6,1007.8,0,NE,1.4,spring
1663,2,18,1008.5,0,E,0.5,summer
1664,5,10.6,999.4,0,S,3,spring
1665,5,-2,1033.8,0,NW,2.7,winter
1666,12,0,1026,0,WNW,6.3,winter
1667,2,18.5,1011.2,0,NE,1,fall
1668,3,-6.825,1033,0,NW,3.3,winter
1669,28,-1.3,1021.4,0,WSW,2.5,winter
1670,3,25.9,999.8,0,E,1.3,summer
1671,33,3.5,1029.6,0,S,1.1,winter
1672,42,-1.4,1021.7,0,WSW,1.4,winter
1673,6,15,1012.6,0,WSW,3.1,spring
1674,9,25.1,1001.8,0,ESE,1.4,summer
1675,46,25.8,999.4,0,SSW,1.9,spring
1676,5,22.8,1011.5,0,SSE,0.9,fall
1677,2,12.9,1016,0,WNW,1.6,fall
1678,2,23.4,1004,0,NE,1.3,summer
1679,9,3,1016,0,NW,3.3,winter
